Kitap ID;Yazar ID;Kitap ID;Dil ID;Sayfa Sayisi;Yayin Tarihi; Satis Adedi ;Satis Tutari
873;235;4;4;550;3.11.2017; 164 ; 2.005,72 
874;238;26;4;311;12.11.2019; 10.851 ; 453.354,78 
875;137;13;6;362;6.08.2005; 5.718 ; 84.226,14 
876;164;13;8;323;16.07.2010; 9.004 ; 449.749,80 
877;23;20;4;459;15.04.2013; 5.580 ; 74.046,60 
878;142;25;10;138;6.01.2010; 5.395 ; 79.684,15 
879;152;7;4;440;22.09.2004; 7.724 ; 430.613,00 
880;23;22;4;549;3.12.2001; 7.518 ; 274.407,00 
881;27;29;4;153;16.04.2018; 1.594 ; 16.768,88 
882;55;26;1;605;17.03.2019; 9.978 ; 86.409,48 
883;119;27;4;421;22.11.2013; 3.165 ; 56.748,45 
884;191;3;4;473;14.03.2010; 10.413 ; 232.730,55 
885;169;29;4;365;1.02.2015; 9.484 ; 306.997,08 
886;166;22;6;511;30.09.2002; 5.811 ; 39.166,14 
887;92;16;4;377;10.10.2015; 7.938 ; 438.733,26 
888;59;7;4;128;11.02.2009; 9.280 ; 179.846,40 
889;199;21;10;537;28.08.2003; 11.708 ; 416.921,88 
890;170;10;4;601;1.12.2018; 11.298 ; 99.309,42 
891;65;27;7;599;15.02.2007; 5.734 ; 274.199,88 
892;66;8;4;269;30.01.2012; 2.199 ; 105.991,80 
893;218;30;6;277;27.10.2012; 2.170 ; 38.560,90 
894;164;20;6;637;17.11.2013; 7.213 ; 355.817,29 
895;13;9;4;555;22.01.2009; 4.653 ; 47.972,43 
896;83;6;4;263;25.06.2019; 11.150 ; 623.285,00 
897;11;2;4;632;19.02.2016; 9.597 ; 441.749,91 
898;64;5;4;404;14.07.2010; 7.859 ; 361.042,46 
899;163;11;3;554;26.06.2017; 2.703 ; 77.576,10 
900;179;16;6;579;19.05.2013; 2.314 ; 105.472,12 
901;19;23;9;150;26.11.2013; 10.958 ; 146.070,14 
902;120;27;4;398;21.11.2003; 859 ; 42.864,10 
903;215;3;4;363;21.07.2011; 6.893 ; 287.507,03 
904;165;8;4;175;21.08.2016; 3.788 ; 68.221,88 
905;170;13;10;239;23.07.2012; 6.439 ; 330.127,53 
906;144;8;6;524;17.02.2016; 9.109 ; 414.550,59 
907;71;28;4;506;28.09.2014; 8.877 ; 77.940,06 
908;116;26;4;269;24.05.2003; 4.448 ; 94.608,96 
909;45;14;9;628;30.03.2017; 7.938 ; 253.857,24 
910;177;25;4;453;7.10.2001; 10.454 ; 391.920,46 
911;201;5;4;605;4.04.2017; 10.356 ; 513.968,28 
912;122;28;4;111;11.03.2006; 5.464 ; 142.282,56 
913;60;10;4;594;28.08.2018; 5.158 ; 258.415,80 
914;161;28;4;622;9.07.2014; 7.800 ; 277.758,00 
915;189;25;4;637;16.10.2001; 5.621 ; 163.571,10 
916;8;27;1;609;25.01.2001; 8.000 ; 218.160,00 
917;195;24;4;310;5.04.2002; 7.505 ; 91.861,20 
918;16;9;4;145;22.04.2009; 5.121 ; 224.453,43 
919;97;22;6;317;27.02.2009; 8.545 ; 179.445,00 
920;176;28;6;496;1.02.2004; 7.140 ; 350.359,80 
921;216;21;4;564;9.02.2006; 87 ; 2.535,18 
922;113;11;6;292;8.05.2014; 9.595 ; 330.835,60 
923;32;20;5;212;22.10.2004; 8.577 ; 199.586,79 
924;61;23;6;370;19.11.2001; 9.936 ; 64.186,56 
925;49;23;6;595;21.03.2004; 7.712 ; 229.740,48 
926;221;28;3;339;7.12.2019; 9.663 ; 539.292,03 
927;66;17;10;559;16.10.2017; 4.290 ; 102.616,80 
928;193;26;4;298;22.06.2012; 8.691 ; 309.312,69 
929;141;1;4;311;17.12.2005; 10.829 ; 522.282,67 
930;169;5;4;571;22.07.2013; 11.789 ; 205.246,49 
931;102;21;1;516;30.07.2012; 10.029 ; 457.623,27 
932;20;18;4;236;11.11.2006; 3.973 ; 178.069,86 
933;109;24;4;393;19.06.2014; 2.430 ; 65.950,20 
934;115;1;6;262;13.08.2013; 1.967 ; 26.810,21 
935;233;4;12;429;21.01.2015; 4.241 ; 69.806,86 
936;203;15;12;465;31.10.2010; 10.128 ; 501.133,44 
937;34;21;4;419;5.10.2005; 10.373 ; 465.436,51 
938;19;10;4;637;19.02.2012; 186 ; 4.979,22 
939;101;28;6;141;15.08.2005; 3.039 ; 100.712,46 
940;52;10;4;220;5.07.2003; 6.932 ; 77.915,68 
941;211;13;6;440;7.03.2014; 6.556 ; 112.369,84 
942;144;21;4;417;25.11.2011; 8.792 ; 231.229,60 
943;202;24;4;561;1.02.2010; 6.951 ; 136.378,62 
944;67;13;4;176;16.09.2009; 5.815 ; 121.126,45 
945;183;8;6;599;3.02.2007; 1.192 ; 13.445,76 
946;178;30;4;140;26.03.2011; 11.362 ; 301.661,10 
947;172;2;1;520;2.02.2011; 5.217 ; 259.597,92 
948;95;2;6;406;12.07.2016; 5.789 ; 199.604,72 
949;223;8;5;225;31.12.2014; 10.581 ; 376.895,22 
950;186;25;4;342;2.07.2007; 670 ; 30.418,00 
951;186;14;8;406;18.06.2015; 10.679 ; 398.540,28 
952;209;13;6;452;5.03.2012; 10.791 ; 243.121,23 
953;104;27;9;220;31.10.2006; 10.407 ; 364.245,00 
954;200;16;10;269;6.11.2014; 1.223 ; 36.029,58 
955;173;19;4;165;11.12.2001; 5.225 ; 75.449,00 
956;125;15;4;500;2.01.2004; 3.501 ; 146.761,92 
957;28;28;4;122;2.06.2007; 3.980 ; 136.394,60 
958;204;3;1;155;17.08.2002; 6.441 ; 336.993,12 
959;205;20;5;435;13.06.2006; 7.744 ; 262.056,96 
960;215;29;4;332;1.11.2008; 5.087 ; 274.087,56 
961;9;6;3;215;5.10.2019; 3.088 ; 130.591,52 
962;112;23;5;260;26.12.2015; 10.303 ; 166.496,48 
963;38;23;2;537;8.04.2006; 1.223 ; 26.000,98 
964;219;30;4;222;17.12.2001; 8.309 ; 326.792,97 
965;140;12;5;495;5.11.2009; 7.086 ; 53.924,46 
966;80;13;6;470;19.06.2017; 11.633 ; 396.452,64 
967;152;22;12;247;20.07.2005; 5.540 ; 183.928,00 
968;229;18;6;389;17.11.2009; 6.307 ; 218.159,13 
969;145;15;2;645;3.05.2019; 10.440 ; 382.104,00 
970;232;4;4;129;17.01.2015; 6.551 ; 146.152,81 
971;179;30;11;253;7.02.2004; 3.518 ; 118.943,58 
972;185;30;4;490;11.06.2013; 8.946 ; 76.041,00 
973;224;3;4;126;25.01.2012; 903 ; 47.425,56 
974;94;7;6;372;20.09.2002; 5.691 ; 292.574,31 
975;57;10;4;287;11.04.2018; 9.633 ; 479.434,41 
976;169;11;4;411;13.01.2019; 860 ; 5.306,20 
977;140;12;4;518;6.10.2008; 4.236 ; 136.568,64 
978;83;9;11;352;24.07.2012; 5.442 ; 210.442,14 
979;6;19;4;393;12.05.2015; 10.816 ; 529.767,68 
980;235;15;6;507;28.02.2019; 4.617 ; 85.137,48 
981;95;29;4;237;6.12.2010; 9.941 ; 328.450,64 
982;187;9;4;224;22.02.2013; 9.967 ; 328.312,98 
983;175;18;11;390;22.01.2004; 11.369 ; 411.330,42 
984;97;12;11;468;2.01.2011; 4.860 ; 107.308,80 
985;137;28;3;320;11.06.2015; 5.690 ; 37.781,60 
986;3;17;4;252;16.09.2016; 11.061 ; 320.658,39 
987;11;4;1;260;26.02.2011; 2.437 ; 74.962,12 
988;24;24;6;607;24.04.2000; 11.518 ; 356.597,28 
989;121;21;4;164;8.10.2019; 412 ; 21.720,64 
990;186;6;5;386;22.02.2013; 1.887 ; 97.671,12 
991;68;11;6;491;11.01.2004; 11.853 ; 448.398,99 
992;204;26;4;430;6.11.2016; 6.894 ; 208.405,62 
993;94;24;4;171;4.08.2005; 8.242 ; 131.295,06 
994;45;10;4;122;4.03.2012; 3.398 ; 183.831,80 
995;161;19;4;155;21.05.2017; 2.205 ; 44.100,00 
996;212;13;7;565;30.08.2012; 6.523 ; 237.698,12 
997;39;29;9;382;21.04.2002; 9.689 ; 543.165,34 
998;94;1;6;287;8.02.2018; 3.929 ; 156.256,33 
999;176;15;6;343;23.07.2019; 2.489 ; 16.502,07 
1000;99;15;6;523;19.06.2008; 2.707 ; 76.337,40 
1001;54;20;6;105;5.04.2013; 7.234 ; 336.381,00 
1002;162;29;4;196;26.03.2006; 9.615 ; 471.231,15 
1003;206;29;1;168;21.10.2013; 3.895 ; 107.073,55 
1004;90;3;6;556;19.03.2018; 8.708 ; 175.640,36 
1005;17;26;9;315;24.11.2005; 2.417 ; 64.098,84 
1006;39;8;4;558;31.03.2018; 11.869 ; 318.089,20 
1007;131;15;4;205;9.08.2002; 2.806 ; 147.315,00 
1008;201;3;6;365;15.09.2008; 1.823 ; 25.941,29 
1009;233;16;4;495;9.08.2015; 8.551 ; 96.198,75 
1010;81;29;4;256;18.12.2015; 8.066 ; 269.807,70 
1011;53;8;6;407;1.03.2001; 9.317 ; 523.429,06 
1012;203;18;8;106;26.08.2014; 8.042 ; 391.806,24 
1013;163;23;4;523;3.04.2009; 9.328 ; 139.920,00 
1014;74;30;4;261;13.10.2016; 697 ; 35.330,93 
1015;119;19;4;557;16.05.2000; 1.647 ; 84.276,99 
1016;92;25;3;619;7.03.2005; 10.665 ; 403.030,35 
1017;100;28;3;606;4.11.2006; 1.499 ; 63.947,34 
1018;178;24;5;280;10.05.2019; 11.619 ; 253.642,77 
1019;228;24;7;301;25.10.2012; 546 ; 22.369,62 
1020;124;26;11;233;20.07.2006; 1.773 ; 51.044,67 
1021;172;9;4;458;26.12.2008; 7.009 ; 112.844,90 
1022;183;14;4;249;1.06.2012; 5.895 ; 76.517,10 
1023;175;16;4;349;19.10.2014; 2.076 ; 104.630,40 
1024;98;10;7;188;29.06.2013; 5.352 ; 189.193,20 
1025;96;6;4;480;12.03.2019; 258 ; 5.077,44 
1026;169;17;12;223;19.02.2004; 7.448 ; 122.892,00 
1027;185;1;10;437;22.01.2015; 8.182 ; 410.981,86 
1028;201;6;1;111;8.01.2016; 8.319 ; 165.464,91 
1029;178;16;4;209;13.01.2004; 8.089 ; 135.409,86 
1030;33;21;4;322;10.07.2004; 7.707 ; 265.197,87 
1031;17;20;4;616;6.02.2013; 5.537 ; 287.979,37 
1032;185;19;4;101;4.02.2012; 7.006 ; 193.295,54 
1033;166;18;10;526;24.08.2008; 10.991 ; 471.184,17 
1034;74;30;7;493;11.04.2003; 11.702 ; 87.882,02 
1035;171;30;4;147;22.12.2010; 11.873 ; 212.882,89 
1036;141;3;4;384;5.11.2000; 9.210 ; 59.957,10 
1037;173;4;12;431;20.06.2017; 8.258 ; 437.591,42 
1038;182;11;4;295;3.07.2012; 7.868 ; 88.908,40 
1039;79;16;4;379;17.11.2012; 3.864 ; 195.557,04 
1040;149;9;11;452;2.06.2000; 10.803 ; 172.523,91 
1041;215;20;4;118;12.05.2003; 9.251 ; 361.066,53 
1042;37;9;6;548;10.09.2000; 11.973 ; 397.383,87 
1043;57;17;4;125;23.08.2011; 2.617 ; 118.209,89 
1044;206;24;4;395;7.08.2010; 6.015 ; 68.871,75 
1045;130;12;9;122;17.11.2019; 2.946 ; 119.371,92 
1046;172;30;2;130;23.11.2018; 7.555 ; 338.237,35 
1047;174;2;4;509;4.09.2013; 11.918 ; 530.708,54 
1048;18;15;6;317;12.10.2011; 5.836 ; 81.062,04 
1049;166;17;4;475;3.10.2009; 9.407 ; 350.410,75 
1050;154;22;3;445;24.08.2017; 5.943 ; 188.690,25 
1051;14;30;4;587;23.08.2005; 721 ; 18.262,93 
1052;217;16;2;231;14.09.2003; 11.828 ; 189.129,72 
1053;179;5;6;220;7.08.2019; 5.356 ; 127.044,32 
1054;80;17;1;367;1.01.2007; 1.061 ; 27.225,26 
1055;224;23;7;236;24.05.2006; 9.435 ; 392.118,60 
1056;229;22;4;583;17.07.2006; 10.133 ; 454.971,70 
1057;109;7;6;140;7.02.2006; 6.415 ; 107.451,25 
1058;169;4;4;435;10.12.2007; 11.973 ; 183.186,90 
1059;172;28;4;519;26.09.2008; 1.945 ; 62.590,10 
1060;124;12;4;403;15.11.2007; 6.368 ; 269.048,00 
1061;124;23;12;157;2.03.2017; 3.013 ; 138.387,09 
1062;119;18;6;483;28.02.2006; 964 ; 7.095,04 
1063;183;1;4;132;1.11.2006; 8.825 ; 203.151,50 
1064;129;7;3;473;30.07.2011; 3.975 ; 56.763,00 
1065;142;29;4;332;25.04.2006; 8.026 ; 252.899,26 
1066;121;10;2;530;24.09.2019; 7.633 ; 65.796,46 
1067;132;30;4;479;23.05.2012; 2.484 ; 16.245,36 
1068;40;3;8;320;28.12.2004; 3.082 ; 62.595,42 
1069;227;10;5;161;2.04.2019; 2.889 ; 21.811,95 
1070;106;14;4;567;20.08.2009; 5.701 ; 241.437,35 
1071;77;11;4;379;18.01.2015; 6.113 ; 127.211,53 
1072;209;22;10;420;24.07.2018; 5.647 ; 113.165,88 
1073;157;2;5;250;11.01.2004; 6.787 ; 256.616,47 
1074;93;9;5;417;1.12.2004; 8.739 ; 268.549,47 
1075;107;25;8;285;30.04.2004; 7.267 ; 65.911,69 
1076;3;10;10;205;12.12.2012; 550 ; 8.431,50 
1077;105;21;11;103;26.05.2009; 10.738 ; 160.318,34 
1078;82;8;7;368;24.06.2018; 11.950 ; 556.392,00 
1079;39;10;4;212;30.09.2002; 10.933 ; 113.593,87 
1080;38;7;8;229;11.01.2001; 1.345 ; 47.344,00 
1081;190;4;4;192;19.09.2007; 4.571 ; 217.808,15 
1082;149;15;6;532;12.09.2013; 6.034 ; 188.381,48 
1083;113;17;5;563;16.01.2018; 2.971 ; 65.599,68 
1084;85;11;4;511;4.09.2013; 2.687 ; 54.089,31 
1085;15;23;4;429;9.09.2017; 5.730 ; 191.324,70 
1086;24;28;6;180;20.06.2019; 582 ; 17.721,90 
1087;189;4;6;494;21.07.2003; 9.084 ; 108.826,32 
1088;97;5;4;518;1.10.2012; 10.837 ; 425.677,36 
1089;219;19;4;537;17.05.2014; 2.353 ; 110.849,83 
1090;116;16;4;542;17.12.2001; 3.747 ; 169.326,93 
1091;205;21;4;645;17.09.2001; 11.579 ; 85.337,23 
1092;187;6;6;632;13.10.2005; 11.458 ; 171.526,26 
1093;74;19;4;648;28.01.2011; 11.429 ; 513.390,68 
1094;240;25;12;507;6.11.2019; 4.052 ; 219.334,76 
1095;28;15;4;353;28.04.2006; 11.642 ; 646.596,68 
1096;2;10;4;629;19.01.2006; 3.530 ; 47.196,10 
1097;218;26;12;330;21.07.2015; 8.951 ; 321.340,90 
1098;165;18;6;421;11.12.2017; 893 ; 19.833,53 
1099;240;17;6;151;10.11.2013; 11.082 ; 93.864,54 
1100;40;22;4;301;29.04.2017; 1.928 ; 46.002,08 
1101;52;24;12;316;7.08.2008; 5.781 ; 74.228,04 
1102;142;23;6;462;12.06.2010; 47 ; 974,31 
1103;183;22;4;312;13.06.2007; 6.367 ; 278.428,91 
1104;101;24;4;623;27.08.2008; 9.621 ; 266.790,33 
1105;214;26;9;548;22.07.2006; 9.685 ; 119.222,35 
1106;101;23;4;432;17.09.2002; 6.046 ; 52.962,96 
1107;96;25;6;637;18.05.2015; 7.530 ; 276.576,90 
1108;227;2;4;487;15.09.2002; 570 ; 16.176,60 
1109;75;20;5;152;8.06.2006; 1.608 ; 13.555,44 
1110;25;2;4;265;27.07.2013; 7.162 ; 295.862,22 
1111;120;21;8;168;19.02.2009; 11.698 ; 240.159,94 
1112;49;18;4;215;13.10.2014; 3.482 ; 50.523,82 
1113;202;24;8;217;24.10.2007; 5.709 ; 299.608,32 
1114;128;10;4;464;6.02.2005; 9.366 ; 207.831,54 
1115;118;19;2;219;21.04.2001; 8.733 ; 203.216,91 
1116;224;10;4;487;4.09.2017; 8.353 ; 357.174,28 
1117;224;15;12;120;15.08.2003; 8.310 ; 208.331,70 
1118;155;30;2;391;10.06.2007; 11.247 ; 595.191,24 
1119;48;10;4;513;23.12.2017; 6.548 ; 219.358,00 
1120;116;5;7;553;9.01.2009; 11.949 ; 443.546,88 
1121;15;27;4;404;14.04.2013; 11.910 ; 480.568,50 
1122;18;27;8;479;21.03.2002; 9.823 ; 379.658,95 
1123;167;22;4;319;9.04.2004; 7.673 ; 335.693,75 
1124;193;21;6;413;27.01.2007; 11.844 ; 325.710,00 
1125;173;10;6;465;2.10.2019; 2.765 ; 144.360,65 
1126;127;28;12;560;15.08.2005; 4.838 ; 160.621,60 
1127;46;20;4;312;9.02.2000; 5.729 ; 110.111,38 
1128;183;2;3;495;18.12.2019; 1.665 ; 79.487,10 
1129;85;27;4;440;29.12.2001; 9.023 ; 332.136,63 
1130;101;9;4;529;10.02.2007; 2.460 ; 41.549,40 
1131;92;27;4;315;8.02.2001; 5.614 ; 282.664,90 
1132;161;24;4;501;14.06.2012; 7.882 ; 162.526,84 
1133;59;21;4;109;7.05.2017; 8.652 ; 352.569,00 
1134;54;8;4;506;9.01.2016; 4.942 ; 61.972,68 
1135;131;14;8;432;25.11.2007; 3.007 ; 86.240,76 
1136;59;16;6;242;4.08.2016; 3.990 ; 216.417,60 
1137;71;1;7;557;9.03.2014; 5.315 ; 89.292,00 
1138;89;10;4;642;24.11.2012; 3.716 ; 67.668,36 
1139;167;26;6;473;26.03.2014; 8.604 ; 446.719,68 
1140;229;21;2;434;9.07.2004; 11.850 ; 102.502,50 
1141;31;11;4;324;18.09.2004; 774 ; 6.795,72 
1142;183;10;4;253;6.11.2015; 9.570 ; 315.810,00 
1143;70;8;6;371;18.12.2011; 732 ; 21.037,68 
1144;150;30;4;403;19.07.2017; 10.324 ; 332.845,76 
1145;167;13;2;127;8.08.2016; 7.960 ; 386.776,40 
1146;190;7;11;499;24.12.2007; 366 ; 20.144,64 
1147;157;17;1;242;21.07.2000; 4.498 ; 207.087,92 
1148;58;15;4;193;30.05.2012; 1.802 ; 61.790,58 
1149;104;8;4;644;12.04.2014; 5.074 ; 142.173,48 
1150;181;27;6;348;22.03.2014; 2.204 ; 122.366,08 
1151;24;22;5;360;28.05.2011; 3.813 ; 40.112,76 
1152;180;2;4;363;19.06.2018; 6.722 ; 157.630,90 
1153;75;13;6;641;29.04.2017; 5.857 ; 146.717,85 
1154;74;15;4;217;3.07.2000; 9.447 ; 61.216,56 
1155;47;9;4;428;10.08.2003; 5.043 ; 73.073,07 
1156;217;1;4;318;22.06.2007; 7.833 ; 412.172,46 
1157;148;2;4;225;8.09.2005; 10.728 ; 165.425,76 
1158;175;8;1;371;11.01.2018; 6.014 ; 64.470,08 
1159;163;8;6;285;8.05.2019; 10.109 ; 334.102,45 
1160;2;3;7;472;22.03.2003; 5.930 ; 92.982,40 
1161;106;13;4;164;24.03.2012; 4.890 ; 69.389,10 
1162;130;11;11;115;23.08.2015; 8.625 ; 376.395,00 
1163;96;16;4;380;22.04.2002; 4.179 ; 217.934,85 
1164;130;24;11;374;18.05.2016; 7.837 ; 431.348,48 
1165;227;22;4;592;7.07.2004; 29 ; 266,22 
1166;51;20;4;196;13.06.2012; 9.472 ; 383.237,12 
1167;57;23;4;389;5.08.2009; 11.479 ; 626.638,61 
1168;211;1;4;469;21.03.2002; 10.212 ; 542.155,08 
1169;237;13;11;380;20.02.2011; 9.152 ; 214.888,96 
1170;146;18;4;153;28.06.2019; 10.083 ; 467.649,54 
1171;71;14;4;407;15.10.2014; 2.730 ; 42.697,20 
1172;220;23;3;528;10.05.2002; 5.736 ; 319.495,20 
1173;164;2;4;432;7.02.2013; 5.268 ; 191.333,76 
1174;97;15;12;627;7.09.2006; 11.741 ; 355.869,71 
1175;205;29;6;152;9.06.2008; 9.787 ; 337.553,63 
1176;237;16;5;408;29.04.2007; 1.220 ; 55.168,40 
1177;30;1;6;547;17.08.2010; 3.292 ; 55.733,56 
1178;219;7;6;427;30.01.2006; 3.945 ; 55.032,75 
1179;97;4;10;598;22.09.2006; 9.855 ; 172.955,25 
1180;103;3;6;332;16.11.2015; 5.383 ; 69.494,53 
1181;4;13;4;302;2.03.2000; 8.375 ; 75.458,75 
1182;34;29;4;445;19.10.2015; 1.440 ; 52.387,20 
1183;144;13;6;504;15.04.2017; 10.727 ; 217.758,10 
1184;105;4;4;262;6.07.2005; 181 ; 1.730,36 
1185;157;7;4;448;17.01.2003; 3.900 ; 138.762,00 
1186;12;14;4;649;1.01.2014; 7.453 ; 295.735,04 
1187;17;4;11;600;7.11.2000; 6.743 ; 263.853,59 
1188;148;4;4;319;14.12.2007; 8.128 ; 331.541,12 
1189;213;29;4;148;19.05.2000; 7.238 ; 56.601,16 
1190;161;4;2;243;17.06.2004; 231 ; 8.932,77 
1191;55;7;4;180;14.06.2012; 8.628 ; 284.982,84 
1192;67;18;9;233;16.10.2004; 2.751 ; 85.143,45 
1193;126;4;4;176;6.11.2019; 11.034 ; 313.475,94 
1194;175;21;4;101;2.02.2000; 10.522 ; 404.044,80 
1195;198;11;3;131;2.02.2001; 2.685 ; 151.756,20 
1196;123;7;4;505;23.01.2016; 7.850 ; 394.933,50 
1197;29;14;10;501;13.09.2008; 5.895 ; 199.840,50 
1198;142;26;4;285;15.08.2017; 3.832 ; 170.409,04 
1199;210;2;4;317;18.08.2018; 3.486 ; 194.727,96 
1200;28;23;4;351;20.08.2008; 11.571 ; 169.977,99 
1201;67;18;6;352;21.07.2006; 11.191 ; 324.315,18 
1202;6;13;4;277;1.02.2003; 8.948 ; 292.331,16 
1203;160;15;7;344;5.06.2016; 3.371 ; 113.737,54 
1204;8;23;4;616;29.05.2016; 5.226 ; 215.467,98 
1205;141;23;4;361;14.04.2013; 732 ; 37.529,64 
1206;23;7;8;141;28.02.2016; 4.981 ; 159.342,19 
1207;36;18;8;355;17.01.2015; 9.629 ; 216.459,92 
1208;181;17;8;532;10.12.2001; 8.951 ; 146.080,32 
1209;175;27;10;482;10.11.2017; 977 ; 50.198,26 
1210;12;12;4;577;25.11.2011; 6.396 ; 177.425,04 
1211;102;30;9;229;11.01.2000; 8.898 ; 218.712,84 
1212;196;10;2;563;9.12.2013; 2.363 ; 128.523,57 
1213;169;5;9;533;18.05.2015; 4.339 ; 210.050,99 
1214;108;20;9;598;6.10.2018; 1.686 ; 11.127,60 
1215;107;25;4;383;29.08.2006; 9.253 ; 106.687,09 
1216;153;23;5;487;14.03.2001; 857 ; 35.454,09 
1217;159;24;4;589;23.06.2003; 9.786 ; 459.256,98 
1218;198;23;4;352;27.06.2001; 4.336 ; 189.569,92 
1219;23;25;4;215;19.04.2003; 10.387 ; 307.351,33 
1220;16;13;4;142;12.10.2013; 3.699 ; 177.921,90 
1221;236;25;6;225;19.02.2010; 6.675 ; 240.767,25 
1222;175;7;4;265;9.04.2003; 4.541 ; 112.117,29 
1223;207;8;4;482;17.01.2015; 11.486 ; 358.018,62 
1224;103;4;4;354;4.09.2012; 7.004 ; 216.073,40 
1225;108;27;4;145;4.07.2001; 769 ; 6.797,96 
1226;120;9;10;148;25.04.2013; 11.983 ; 570.270,97 
1227;43;29;6;354;16.07.2011; 7.579 ; 48.429,81 
1228;13;15;11;582;17.01.2015; 4.462 ; 146.889,04 
1229;202;19;4;634;13.07.2014; 3.194 ; 36.443,54 
1230;66;30;4;566;15.12.2009; 4.205 ; 59.668,95 
1231;174;22;4;118;1.06.2005; 7.077 ; 115.921,26 
1232;14;10;4;345;2.10.2001; 10.288 ; 222.735,20 
1233;100;10;4;545;24.11.2012; 2.935 ; 51.069,00 
1234;193;15;4;184;2.11.2001; 8.468 ; 69.437,60 
1235;85;11;10;273;29.08.2014; 10.309 ; 291.847,79 
1236;128;14;4;581;17.08.2018; 105 ; 4.414,20 
1237;108;2;4;627;6.12.2002; 3.171 ; 161.594,16 
1238;218;14;4;577;6.01.2006; 4.736 ; 194.744,32 
1239;128;25;3;102;8.05.2002; 10.277 ; 80.057,83 
1240;113;13;8;567;22.06.2017; 10.212 ; 399.697,68 
1241;145;6;7;645;23.06.2017; 11.500 ; 256.910,00 
1242;37;9;4;243;16.11.2007; 5.928 ; 226.805,28 
1243;191;3;9;618;24.05.2011; 116 ; 5.874,24 
1244;224;22;4;114;28.01.2007; 6.904 ; 213.126,48 
1245;224;10;4;271;27.05.2010; 2.240 ; 23.945,60 
1246;238;13;4;580;21.04.2007; 868 ; 36.603,56 
1247;151;3;4;438;6.08.2013; 9.602 ; 298.814,24 
1248;130;22;4;596;23.10.2017; 72 ; 3.229,92 
1249;178;21;11;558;14.11.2009; 1.528 ; 49.858,64 
1250;23;26;4;258;12.09.2012; 16 ; 510,08 
1251;38;26;4;306;22.02.2017; 6.867 ; 161.374,50 
1252;137;11;4;191;31.05.2016; 15 ; 842,10 
1253;240;25;2;514;26.03.2017; 4.925 ; 97.022,50 
1254;92;26;4;474;3.07.2001; 10.293 ; 137.308,62 
1255;166;18;4;448;5.11.2017; 10.607 ; 312.800,43 
1256;193;5;4;465;28.03.2019; 4.229 ; 195.802,70 
1257;42;18;2;433;12.05.2008; 9.868 ; 70.950,92 
1258;223;20;10;208;28.10.2004; 686 ; 14.968,52 
1259;179;11;4;337;9.08.2011; 11.172 ; 192.270,12 
1260;172;28;10;212;13.04.2013; 4.070 ; 201.546,40 
1261;206;19;4;136;1.04.2002; 1.556 ; 27.167,76 
1262;131;6;4;402;30.09.2005; 1.146 ; 41.336,22 
1263;3;17;1;357;20.03.2007; 7.471 ; 261.186,16 
1264;181;23;5;447;29.10.2003; 6.819 ; 368.430,57 
1265;30;10;3;317;24.12.2002; 9.137 ; 244.962,97 
1266;208;8;10;339;15.06.2013; 11.150 ; 280.534,00 
1267;58;5;7;292;13.09.2000; 5.381 ; 121.556,79 
1268;94;26;10;171;25.02.2007; 956 ; 27.800,48 
1269;52;22;4;159;3.07.2013; 1.234 ; 61.440,86 
1270;3;24;4;221;9.11.2015; 3.860 ; 186.592,40 
1271;176;19;4;289;30.03.2001; 10.745 ; 346.096,45 
1272;108;6;12;180;25.02.2008; 231 ; 10.903,20 
1273;30;15;4;483;18.11.2017; 7.021 ; 301.130,69 
1274;34;23;4;594;25.03.2010; 4.074 ; 216.451,62 
1275;23;25;4;519;27.05.2006; 8.087 ; 143.463,38 
1276;230;28;4;455;26.06.2005; 4.900 ; 248.332,00 
1277;151;12;4;133;2.02.2016; 5.478 ; 139.031,64 
1278;237;23;4;627;15.01.2012; 414 ; 10.370,70 
1279;57;20;4;445;5.08.2015; 4.786 ; 270.552,58 
1280;236;10;5;149;27.05.2002; 11.917 ; 344.520,47 
1281;157;10;4;484;26.09.2005; 6.413 ; 120.692,66 
1282;233;16;2;305;7.02.2014; 7.865 ; 399.148,75 
1283;68;25;6;454;2.03.2007; 2.270 ; 23.154,00 
1284;7;24;4;112;3.09.2008; 3.354 ; 48.968,40 
1285;53;29;2;254;20.03.2015; 5.361 ; 101.269,29 
1286;110;24;4;309;20.11.2016; 7.617 ; 236.127,00 
1287;165;30;4;525;27.06.2009; 3.547 ; 179.903,84 
1288;160;3;4;196;26.07.2014; 7.169 ; 257.940,62 
1289;153;6;8;475;22.09.2015; 2.547 ; 22.082,49 
1290;167;17;4;358;8.12.2007; 2.186 ; 104.206,62 
1291;63;21;4;169;10.01.2018; 11.086 ; 74.941,36 
1292;207;15;4;200;7.12.2010; 2.813 ; 44.951,74 
1293;51;18;4;527;21.07.2011; 7.425 ; 112.785,75 
1294;37;7;12;312;18.01.2006; 1.656 ; 47.941,20 
1295;214;15;4;401;28.04.2019; 11.056 ; 165.508,32 
1296;168;30;6;193;15.09.2013; 10.594 ; 547.180,10 
1297;43;11;6;346;17.08.2000; 2.911 ; 56.735,39 
1298;187;21;5;496;30.12.2012; 6.258 ; 326.855,34 
1299;204;7;4;465;21.03.2007; 1.177 ; 37.405,06 
1300;198;15;6;613;9.01.2009; 7.693 ; 77.699,30 
